transition_id,map_seed,split,policy_source,action_name,current_position,next_position,outcome,image_path,target_text
train_seed0047_random_t002,47,train,random,Up,"[0, 1]","[0, 1]",wall,results/A3_dataset_collection/images/train/seed_0047/random/ep_000_step_002.png,"<prediction>Position: (0, 1). Outcome: wall</prediction>"
train_seed0047_random_t003,47,train,random,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0047/random/ep_000_step_003.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0047_random_t004,47,train,random,Right,"[0, 2]","[0, 3]",hole,results/A3_dataset_collection/images/train/seed_0047/random/ep_000_step_004.png,"<prediction>Position: (0, 3). Outcome: hole</prediction>"
train_seed0047_random_t005,47,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0047/random/ep_001_step_000.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0047_random_t006,47,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0047/random/ep_001_step_001.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0047_random_t007,47,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0047/random/ep_001_step_002.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0047_random_t008,47,train,random,Up,"[1, 0]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0047/random/ep_001_step_003.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0047_random_t009,47,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0047/random/ep_001_step_004.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0047_random_t010,47,train,random,Right,"[1, 0]","[1, 1]",hole,results/A3_dataset_collection/images/train/seed_0047/random/ep_001_step_005.png,"<prediction>Position: (1, 1). Outcome: hole</prediction>"
train_seed0047_random_t011,47,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0047/random/ep_002_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0047_random_t012,47,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0047/random/ep_002_step_001.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0047_random_t013,47,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0047/random/ep_002_step_002.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0047_random_t014,47,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0047/random/ep_002_step_003.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0048_greedy_t000,48,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0048_greedy_t001,48,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0048_greedy_t002,48,train,greedy,Right,"[0, 2]","[0, 3]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_002.png,"<prediction>Position: (0, 3). Outcome: safe</prediction>"
train_seed0048_greedy_t003,48,train,greedy,Right,"[0, 3]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_003.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0048_greedy_t004,48,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_004.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0048_greedy_t005,48,train,greedy,Right,"[0, 5]","[0, 6]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_005.png,"<prediction>Position: (0, 6). Outcome: safe</prediction>"
train_seed0048_greedy_t006,48,train,greedy,Right,"[0, 6]","[0, 7]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_006.png,"<prediction>Position: (0, 7). Outcome: safe</prediction>"
train_seed0048_greedy_t007,48,train,greedy,Down,"[0, 7]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_007.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0048_greedy_t008,48,train,greedy,Down,"[1, 7]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_008.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0048_greedy_t009,48,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_009.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0048_greedy_t010,48,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_010.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0048_greedy_t011,48,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_011.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0048_greedy_t012,48,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_012.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0048_greedy_t013,48,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_013.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0048_greedy_t014,48,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0048/greedy/ep_000_step_014.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0048_random_t000,48,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0048/random/ep_000_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0048_random_t001,48,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0048/random/ep_000_step_001.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0048_random_t002,48,train,random,Down,"[0, 1]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0048/random/ep_000_step_002.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0048_random_t003,48,train,random,Right,"[1, 1]","[1, 2]",hole,results/A3_dataset_collection/images/train/seed_0048/random/ep_000_step_003.png,"<prediction>Position: (1, 2). Outcome: hole</prediction>"
train_seed0048_random_t004,48,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0048/random/ep_001_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0048_random_t005,48,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0048/random/ep_001_step_001.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0048_random_t006,48,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0048/random/ep_001_step_002.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0048_random_t007,48,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0048/random/ep_001_step_003.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0048_random_t008,48,train,random,Right,"[1, 0]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0048/random/ep_001_step_004.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0048_random_t009,48,train,random,Up,"[1, 1]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0048/random/ep_001_step_005.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0048_random_t010,48,train,random,Down,"[0, 1]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0048/random/ep_001_step_006.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0048_random_t011,48,train,random,Down,"[1, 1]","[2, 1]",safe,results/A3_dataset_collection/images/train/seed_0048/random/ep_001_step_007.png,"<prediction>Position: (2, 1). Outcome: safe</prediction>"
train_seed0048_random_t012,48,train,random,Right,"[2, 1]","[2, 2]",safe,results/A3_dataset_collection/images/train/seed_0048/random/ep_001_step_008.png,"<prediction>Position: (2, 2). Outcome: safe</prediction>"
train_seed0048_random_t013,48,train,random,Left,"[2, 2]","[2, 1]",safe,results/A3_dataset_collection/images/train/seed_0048/random/ep_001_step_009.png,"<prediction>Position: (2, 1). Outcome: safe</prediction>"
train_seed0048_random_t014,48,train,random,Right,"[2, 1]","[2, 2]",safe,results/A3_dataset_collection/images/train/seed_0048/random/ep_001_step_010.png,"<prediction>Position: (2, 2). Outcome: safe</prediction>"
train_seed0049_greedy_t000,49,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0049_greedy_t001,49,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0049_greedy_t002,49,train,greedy,Right,"[0, 2]","[0, 3]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_002.png,"<prediction>Position: (0, 3). Outcome: safe</prediction>"
train_seed0049_greedy_t003,49,train,greedy,Right,"[0, 3]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_003.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0049_greedy_t004,49,train,greedy,Down,"[0, 4]","[1, 4]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_004.png,"<prediction>Position: (1, 4). Outcome: safe</prediction>"
train_seed0049_greedy_t005,49,train,greedy,Right,"[1, 4]","[1, 5]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_005.png,"<prediction>Position: (1, 5). Outcome: safe</prediction>"
train_seed0049_greedy_t006,49,train,greedy,Right,"[1, 5]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_006.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0049_greedy_t007,49,train,greedy,Right,"[1, 6]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_007.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0049_greedy_t008,49,train,greedy,Left,"[1, 7]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_008.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0049_greedy_t009,49,train,greedy,Right,"[1, 6]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_009.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0049_greedy_t010,49,train,greedy,Left,"[1, 7]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_010.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0049_greedy_t011,49,train,greedy,Right,"[1, 6]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_011.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0049_greedy_t012,49,train,greedy,Left,"[1, 7]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_012.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0049_greedy_t013,49,train,greedy,Right,"[1, 6]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_013.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0049_greedy_t014,49,train,greedy,Left,"[1, 7]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0049/greedy/ep_000_step_014.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0049_random_t000,49,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0049/random/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0049_random_t001,49,train,random,Up,"[0, 1]","[0, 1]",wall,results/A3_dataset_collection/images/train/seed_0049/random/ep_000_step_001.png,"<prediction>Position: (0, 1). Outcome: wall</prediction>"
train_seed0049_random_t002,49,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0049/random/ep_000_step_002.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0049_random_t003,49,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0049/random/ep_000_step_003.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0049_random_t004,49,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0049/random/ep_000_step_004.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0049_random_t005,49,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0049/random/ep_000_step_005.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0049_random_t006,49,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0049/random/ep_000_step_006.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0049_random_t007,49,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0049/random/ep_000_step_007.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0049_random_t008,49,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0049/random/ep_000_step_008.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0049_random_t009,49,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0049/random/ep_000_step_009.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0049_random_t010,49,train,random,Right,"[1, 0]","[1, 1]",hole,results/A3_dataset_collection/images/train/seed_0049/random/ep_000_step_010.png,"<prediction>Position: (1, 1). Outcome: hole</prediction>"
train_seed0049_random_t011,49,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0049/random/ep_001_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0049_random_t012,49,train,random,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0049/random/ep_001_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0049_random_t013,49,train,random,Right,"[0, 2]","[0, 3]",safe,results/A3_dataset_collection/images/train/seed_0049/random/ep_001_step_002.png,"<prediction>Position: (0, 3). Outcome: safe</prediction>"
train_seed0049_random_t014,49,train,random,Right,"[0, 3]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0049/random/ep_001_step_003.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0050_greedy_t000,50,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0050_greedy_t001,50,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0050_greedy_t002,50,train,greedy,Right,"[0, 2]","[0, 3]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_002.png,"<prediction>Position: (0, 3). Outcome: safe</prediction>"
train_seed0050_greedy_t003,50,train,greedy,Right,"[0, 3]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_003.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0050_greedy_t004,50,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_004.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0050_greedy_t005,50,train,greedy,Left,"[0, 5]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_005.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0050_greedy_t006,50,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_006.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0050_greedy_t007,50,train,greedy,Left,"[0, 5]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_007.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0050_greedy_t008,50,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_008.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0050_greedy_t009,50,train,greedy,Left,"[0, 5]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_009.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0050_greedy_t010,50,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_010.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0050_greedy_t011,50,train,greedy,Left,"[0, 5]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_011.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0050_greedy_t012,50,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_012.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0050_greedy_t013,50,train,greedy,Left,"[0, 5]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_013.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0050_greedy_t014,50,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0050/greedy/ep_000_step_014.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0050_random_t000,50,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0050_random_t001,50,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_001.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0050_random_t002,50,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_002.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0050_random_t003,50,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_003.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0050_random_t004,50,train,random,Up,"[1, 0]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_004.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0050_random_t005,50,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_005.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0050_random_t006,50,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_006.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0050_random_t007,50,train,random,Up,"[1, 0]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_007.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0050_random_t008,50,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_008.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0050_random_t009,50,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_009.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0050_random_t010,50,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_010.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0050_random_t011,50,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_011.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0050_random_t012,50,train,random,Right,"[1, 0]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_012.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0050_random_t013,50,train,random,Left,"[1, 1]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_013.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0050_random_t014,50,train,random,Right,"[1, 0]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0050/random/ep_000_step_014.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0051_greedy_t000,51,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0051_greedy_t001,51,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0051_greedy_t002,51,train,greedy,Right,"[0, 2]","[0, 3]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_002.png,"<prediction>Position: (0, 3). Outcome: safe</prediction>"
train_seed0051_greedy_t003,51,train,greedy,Right,"[0, 3]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_003.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0051_greedy_t004,51,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_004.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0051_greedy_t005,51,train,greedy,Right,"[0, 5]","[0, 6]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_005.png,"<prediction>Position: (0, 6). Outcome: safe</prediction>"
train_seed0051_greedy_t006,51,train,greedy,Right,"[0, 6]","[0, 7]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_006.png,"<prediction>Position: (0, 7). Outcome: safe</prediction>"
train_seed0051_greedy_t007,51,train,greedy,Down,"[0, 7]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_007.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0051_greedy_t008,51,train,greedy,Down,"[1, 7]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_008.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0051_greedy_t009,51,train,greedy,Down,"[2, 7]","[3, 7]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_009.png,"<prediction>Position: (3, 7). Outcome: safe</prediction>"
train_seed0051_greedy_t010,51,train,greedy,Down,"[3, 7]","[4, 7]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_010.png,"<prediction>Position: (4, 7). Outcome: safe</prediction>"
train_seed0051_greedy_t011,51,train,greedy,Left,"[4, 7]","[4, 6]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_011.png,"<prediction>Position: (4, 6). Outcome: safe</prediction>"
train_seed0051_greedy_t012,51,train,greedy,Right,"[4, 6]","[4, 7]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_012.png,"<prediction>Position: (4, 7). Outcome: safe</prediction>"
train_seed0051_greedy_t013,51,train,greedy,Left,"[4, 7]","[4, 6]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_013.png,"<prediction>Position: (4, 6). Outcome: safe</prediction>"
train_seed0051_greedy_t014,51,train,greedy,Right,"[4, 6]","[4, 7]",safe,results/A3_dataset_collection/images/train/seed_0051/greedy/ep_000_step_014.png,"<prediction>Position: (4, 7). Outcome: safe</prediction>"
train_seed0051_random_t000,51,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0051_random_t001,51,train,random,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0051_random_t002,51,train,random,Left,"[0, 2]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_002.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0051_random_t003,51,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_003.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0051_random_t004,51,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_004.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0051_random_t005,51,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_005.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0051_random_t006,51,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_006.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0051_random_t007,51,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_007.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0051_random_t008,51,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_008.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0051_random_t009,51,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_009.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0051_random_t010,51,train,random,Right,"[1, 0]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_010.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0051_random_t011,51,train,random,Up,"[1, 1]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_011.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0051_random_t012,51,train,random,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_012.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0051_random_t013,51,train,random,Up,"[0, 2]","[0, 2]",wall,results/A3_dataset_collection/images/train/seed_0051/random/ep_000_step_013.png,"<prediction>Position: (0, 2). Outcome: wall</prediction>"
